NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
REGULATION OF LIPID METABOLISM BY PPARALPHA%REACTOME%R-HSA-400206.6	115	91		
MATURATION OF NUCLEOPROTEIN%REACTOME DATABASE ID RELEASE 83%9694631	15	15		
ACTIVATION OF RAC1%REACTOME DATABASE ID RELEASE 83%428540	13		Rejected!	
MITOPHAGY%REACTOME%R-HSA-5205647.4	27	25		
REGULATION OF MITOTIC CELL CYCLE%REACTOME%R-HSA-453276.2	88	74		
SIGNALING BY RHO GTPASES%REACTOME%R-HSA-194315.7	653		Rejected!	
CDK-MEDIATED PHOSPHORYLATION AND REMOVAL OF CDC6%REACTOME%R-HSA-69017.2	73	65		
MYD88 CASCADE INITIATED ON PLASMA MEMBRANE%REACTOME DATABASE ID RELEASE 83%975871	96	90		
NRAGE SIGNALS DEATH THROUGH JNK%REACTOME%R-HSA-193648.1	59	44		
DEFECTIVE GALNT3 CAUSES HFTC%REACTOME%R-HSA-5083625.2	19		Rejected!	
REGULATION OF TP53 ACTIVITY THROUGH ASSOCIATION WITH CO-FACTORS%REACTOME%R-HSA-6804759.2	14		Rejected!	
WNT MEDIATED ACTIVATION OF DVL%REACTOME DATABASE ID RELEASE 83%201688	8		Rejected!	
MET ACTIVATES PI3K AKT SIGNALING%REACTOME%R-HSA-8851907.1	5		Rejected!	
OXIDATIVE DEMETHYLATION OF DNA%REACTOME DATABASE ID RELEASE 83%5221030	4		Rejected!	
CAM PATHWAY%REACTOME%R-HSA-111997.1	35	21		
GLUCURONIDATION%REACTOME DATABASE ID RELEASE 83%156588	25		Rejected!	
SIGNALING BY ERBB2 ECD MUTANTS%REACTOME%R-HSA-9665348.2	14		Rejected!	
P38MAPK EVENTS%REACTOME%R-HSA-171007.3	11		Rejected!	
DRUG RESISTANCE OF ALK MUTANTS%REACTOME%R-HSA-9700649.2	1		Rejected!	
TRNA MODIFICATION IN THE MITOCHONDRION%REACTOME DATABASE ID RELEASE 83%6787450	8		Rejected!	
MECP2 REGULATES TRANSCRIPTION OF NEURONAL LIGANDS%REACTOME DATABASE ID RELEASE 83%9022702	7		Rejected!	
VPU MEDIATED DEGRADATION OF CD4%REACTOME%R-HSA-180534.1	52	49		
TRNA PROCESSING IN THE MITOCHONDRION%REACTOME DATABASE ID RELEASE 83%6785470	5		Rejected!	
SIGNALING BY FGFR2 IN DISEASE%REACTOME DATABASE ID RELEASE 83%5655253	38	27		
DISEASES OF CELLULAR SENESCENCE%REACTOME%R-HSA-9630747.2	3		Rejected!	
COENZYME A BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 83%196783	8		Rejected!	
INTERLEUKIN-35 SIGNALLING%REACTOME DATABASE ID RELEASE 83%8984722	11		Rejected!	
PYRUVATE METABOLISM AND CITRIC ACID (TCA) CYCLE%REACTOME DATABASE ID RELEASE 83%71406	54	46		
FLT3 SIGNALING IN DISEASE%REACTOME%R-HSA-9682385.2	27	24		
RHO GTPASES ACTIVATE CIT%REACTOME%R-HSA-5625900.2	19	17		
MITOCHONDRIAL FATTY ACID BETA-OXIDATION OF SATURATED FATTY ACIDS%REACTOME%R-HSA-77286.2	11		Rejected!	
INTERLEUKIN-6 FAMILY SIGNALING%REACTOME DATABASE ID RELEASE 83%6783589	23	15		
E2F-ENABLED INHIBITION OF PRE-REPLICATION COMPLEX FORMATION%REACTOME%R-HSA-113507.3	9		Rejected!	
NUCLEOTIDE BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 83%8956320	14		Rejected!	
SYNTHESIS OF DOLICHYL-PHOSPHATE MANNOSE%REACTOME DATABASE ID RELEASE 83%162699	3		Rejected!	
GLUCAGON SIGNALING IN METABOLIC REGULATION%REACTOME%R-HSA-163359.2	33	19		
CHONDROITIN SULFATE BIOSYNTHESIS%REACTOME%R-HSA-2022870.2	19		Rejected!	
SIGNALING BY FGFR3 IN DISEASE%REACTOME DATABASE ID RELEASE 83%5655332	17		Rejected!	
DEFECTIVE SLC26A3 CAUSES CONGENITAL SECRETORY CHLORIDE DIARRHEA 1 (DIAR1)%REACTOME%R-HSA-5619085.1	1		Rejected!	
ELEVATION OF CYTOSOLIC CA2+ LEVELS%REACTOME DATABASE ID RELEASE 83%139853	16		Rejected!	
SIGNALING BY WNT IN CANCER%REACTOME DATABASE ID RELEASE 83%4791275	34	27		
REGULATION OF FZD BY UBIQUITINATION%REACTOME DATABASE ID RELEASE 83%4641263	21		Rejected!	
SEMAXANIB-RESISTANT FLT3 MUTANTS%REACTOME%R-HSA-9702577.1	1		Rejected!	
CONSTITUTIVE SIGNALING BY AKT1 E17K IN CANCER%REACTOME DATABASE ID RELEASE 83%5674400	25	24		
FOXO-MEDIATED TRANSCRIPTION OF CELL DEATH GENES%REACTOME DATABASE ID RELEASE 83%9614657	16	15		
GALACTOSE CATABOLISM%REACTOME DATABASE ID RELEASE 83%70370	4		Rejected!	
EXPRESSION AND TRANSLOCATION OF OLFACTORY RECEPTORS%REACTOME%R-HSA-9752946.2	413		Rejected!	
NEGATIVE REGULATION OF FGFR3 SIGNALING%REACTOME%R-HSA-5654732.1	23	18		
NOTCH-HLH TRANSCRIPTION PATHWAY%REACTOME DATABASE ID RELEASE 83%350054	28	28		
VRNA SYNTHESIS%REACTOME%R-HSA-192814.3	1		Rejected!	
G1 S DNA DAMAGE CHECKPOINTS%REACTOME DATABASE ID RELEASE 83%69615	68	59		
G2 M DNA DAMAGE CHECKPOINT%REACTOME DATABASE ID RELEASE 83%69473	76	43		
EGFR TRANSACTIVATION BY GASTRIN%REACTOME%R-HSA-2179392.1	7		Rejected!	
LYSOSPHINGOLIPID AND LPA RECEPTORS%REACTOME%R-HSA-419408.3	14		Rejected!	
ASYMMETRIC LOCALIZATION OF PCP PROTEINS%REACTOME DATABASE ID RELEASE 83%4608870	64	58		
DEFECTIVE BASE EXCISION REPAIR ASSOCIATED WITH NEIL1%REACTOME%R-HSA-9616334.2	1		Rejected!	
IRAK2 MEDIATED ACTIVATION OF TAK1 COMPLEX%REACTOME DATABASE ID RELEASE 83%937042	10		Rejected!	
PEPTIDE CHAIN ELONGATION%REACTOME DATABASE ID RELEASE 83%156902	90	85		
GSD 0%REACTOME DATABASE ID RELEASE 83%3858516	2		Rejected!	
ARACHIDONATE PRODUCTION FROM DAG%REACTOME DATABASE ID RELEASE 83%426048	5		Rejected!	
THE NLRP1 INFLAMMASOME%REACTOME DATABASE ID RELEASE 83%844455	3		Rejected!	
RAB GEFS EXCHANGE GTP FOR GDP ON RABS%REACTOME DATABASE ID RELEASE 83%8876198	89	77		
SNRNP ASSEMBLY%REACTOME DATABASE ID RELEASE 83%191859	50	47		
DEFECTIVE CHSY1 CAUSES TPBS%REACTOME DATABASE ID RELEASE 83%3595177	8		Rejected!	
JOSEPHIN DOMAIN DUBS%REACTOME%R-HSA-5689877.2	12		Rejected!	
ACTIVATION AND OLIGOMERIZATION OF BAK PROTEIN%REACTOME DATABASE ID RELEASE 83%111452	2		Rejected!	
RESPONSE OF EIF2AK4 (GCN2) TO AMINO ACID DEFICIENCY%REACTOME DATABASE ID RELEASE 83%9633012	102	96		
DEGRADATION OF GLI2 BY THE PROTEASOME%REACTOME DATABASE ID RELEASE 83%5610783	60	55		
ACTIVATION OF THE PHOTOTRANSDUCTION CASCADE%REACTOME DATABASE ID RELEASE 83%2485179	11		Rejected!	
GPCR LIGAND BINDING%REACTOME%R-HSA-500792.3	464	119		
GLUCAGON-LIKE PEPTIDE-1 (GLP1) REGULATES INSULIN SECRETION%REACTOME DATABASE ID RELEASE 83%381676	42	23		
ABNORMAL CONVERSION OF 2-OXOGLUTARATE TO 2-HYDROXYGLUTARATE%REACTOME%R-HSA-2978092.1	1		Rejected!	
PHASE 2 - PLATEAU PHASE%REACTOME%R-HSA-5576893.2	15		Rejected!	
PAUSING AND RECOVERY OF HIV ELONGATION%REACTOME%R-HSA-167290.2	33	28		
DEFECTIVE SLC34A3 CAUSES HEREDITARY HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA (HHRH)%REACTOME DATABASE ID RELEASE 83%5619097	1		Rejected!	
RAF MAP KINASE CASCADE%REACTOME DATABASE ID RELEASE 83%5673001	262	181		
ORC1 REMOVAL FROM CHROMATIN%REACTOME DATABASE ID RELEASE 83%68949	71	63		
G-PROTEIN ACTIVATION%REACTOME DATABASE ID RELEASE 83%202040	24		Rejected!	
HEMOSTASIS%REACTOME DATABASE ID RELEASE 83%109582	673		Rejected!	
COPI-MEDIATED ANTEROGRADE TRANSPORT%REACTOME%R-HSA-6807878.1	83	72		
DEFECTIVE SRD5A3 CAUSES CDG-1Q AND KHRZ%REACTOME%R-HSA-4755579.2	1		Rejected!	
TLR3-MEDIATED TICAM1-DEPENDENT PROGRAMMED CELL DEATH%REACTOME DATABASE ID RELEASE 83%9013957	6		Rejected!	
CELL SURFACE INTERACTIONS AT THE VASCULAR WALL%REACTOME DATABASE ID RELEASE 83%202733	219	85		
THE RETINOID CYCLE IN CONES (DAYLIGHT VISION)%REACTOME%R-HSA-2187335.4	7		Rejected!	
CELLULAR RESPONSE TO HYPOXIA%REACTOME DATABASE ID RELEASE 83%1234174	74	65		
TOLL LIKE RECEPTOR 10 (TLR10) CASCADE%REACTOME DATABASE ID RELEASE 83%168142	96	90		
CASPASE-MEDIATED CLEAVAGE OF CYTOSKELETAL PROTEINS%REACTOME DATABASE ID RELEASE 83%264870	12		Rejected!	
HIV TRANSCRIPTION INITIATION%REACTOME%R-HSA-167161.2	47	43		
MITOCHONDRIAL TRANSCRIPTION TERMINATION%REACTOME DATABASE ID RELEASE 83%163316	1		Rejected!	
REGULATION OF GENE EXPRESSION IN BETA CELLS%REACTOME DATABASE ID RELEASE 83%210745	19		Rejected!	
CYTOCHROME C-MEDIATED APOPTOTIC RESPONSE%REACTOME DATABASE ID RELEASE 83%111461	13		Rejected!	
POST NMDA RECEPTOR ACTIVATION EVENTS%REACTOME DATABASE ID RELEASE 83%438064	58	33		
CELLULAR RESPONSES TO STRESS%REACTOME%R-HSA-2262752.9	731		Rejected!	
VARIANT SLC6A20 CONTRIBUTES TOWARDS HYPERGLYCINURIA (HG) AND IMINOGLYCINURIA (IG)%REACTOME DATABASE ID RELEASE 83%5660686	1		Rejected!	
DEFECTIVE DPAGT1 CAUSES CDG-1J, CMSTA2%REACTOME DATABASE ID RELEASE 83%4549356	1		Rejected!	
CARGO RECOGNITION FOR CLATHRIN-MEDIATED ENDOCYTOSIS%REACTOME DATABASE ID RELEASE 83%8856825	104	76		
CATECHOLAMINE BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 83%209905	4		Rejected!	
G ALPHA (S) SIGNALLING EVENTS%REACTOME%R-HSA-418555.10	156	53		
SHC1 EVENTS IN ERBB4 SIGNALING%REACTOME DATABASE ID RELEASE 83%1250347	11		Rejected!	
FORMATION OF APOPTOSOME%REACTOME DATABASE ID RELEASE 83%111458	11		Rejected!	
LOSS OF FUNCTION OF TGFBR1 IN CANCER%REACTOME DATABASE ID RELEASE 83%3656534	6		Rejected!	
TRANSLATION OF STRUCTURAL PROTEINS%REACTOME%R-HSA-9683701.4	29	27		
COMPLEX I BIOGENESIS%REACTOME DATABASE ID RELEASE 83%6799198	57	47		
HDR THROUGH SINGLE STRAND ANNEALING (SSA)%REACTOME%R-HSA-5685938.1	36	27		
REGULATION OF ACTIVATED PAK-2P34 BY PROTEASOME MEDIATED DEGRADATION%REACTOME DATABASE ID RELEASE 83%211733	50	47		
TAMATINIB-RESISTANT FLT3 MUTANTS%REACTOME DATABASE ID RELEASE 83%9703009	1		Rejected!	
RUNX3 REGULATES BCL2L11 (BIM) TRANSCRIPTION%REACTOME%R-HSA-8952158.1	5		Rejected!	
REGULATION OF IGF ACTIVITY BY IGFBP%REACTOME DATABASE ID RELEASE 83%381426	124	63		
RND2 GTPASE CYCLE%REACTOME%R-HSA-9696270.1	43	33		
RHO GTPASES ACTIVATE RHOTEKIN AND RHOPHILINS%REACTOME%R-HSA-5666185.1	9		Rejected!	
REGULATION OF TLR BY ENDOGENOUS LIGAND%REACTOME DATABASE ID RELEASE 83%5686938	18		Rejected!	
SIGNALING BY ACTIVIN%REACTOME DATABASE ID RELEASE 83%1502540	15		Rejected!	
TRANSCRIPTIONAL REGULATION BY E2F6%REACTOME DATABASE ID RELEASE 83%8953750	34	27		
SIGNALING BY FGFR3%REACTOME DATABASE ID RELEASE 83%5654741	32	26		
PEPTIDE HORMONE METABOLISM%REACTOME DATABASE ID RELEASE 83%2980736	85	35		
CONVERSION FROM APC C:CDC20 TO APC C:CDH1 IN LATE ANAPHASE%REACTOME%R-HSA-176407.4	20	17		
DEFECTIVE SLC5A7 CAUSES DISTAL HEREDITARY MOTOR NEURONOPATHY 7A (HMN7A)%REACTOME DATABASE ID RELEASE 83%5619114	1		Rejected!	
CHROMATIN MODIFYING ENZYMES%REACTOME DATABASE ID RELEASE 83%3247509	240	190		
RNA POLYMERASE II TRANSCRIPTION ELONGATION%REACTOME DATABASE ID RELEASE 83%75955	58	50		
INTESTINAL SACCHARIDASE DEFICIENCIES%REACTOME DATABASE ID RELEASE 83%5659898	2		Rejected!	
THYROXINE BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 83%209968	10		Rejected!	
REGULATION OF HSF1-MEDIATED HEAT SHOCK RESPONSE%REACTOME%R-HSA-3371453.1	68	64		
EVASION OF OXIDATIVE STRESS INDUCED SENESCENCE DUE TO P16INK4A DEFECTS%REACTOME DATABASE ID RELEASE 83%9632693	3		Rejected!	
AMINE OXIDASE REACTIONS%REACTOME%R-HSA-140179.2	3		Rejected!	
DEFECTIVE TCN2 CAUSES TCN2 DEFICIENCY%REACTOME DATABASE ID RELEASE 83%3359454	1		Rejected!	
NGF-INDEPENDANT TRKA ACTIVATION%REACTOME%R-HSA-187024.2	5		Rejected!	
DEFECTIVE SLC5A5 CAUSES THYROID DYSHORMONOGENESIS 1 (TDH1)%REACTOME DATABASE ID RELEASE 83%5619096	1		Rejected!	
DEFECTIVE TBXAS1 CAUSES GHDD%REACTOME DATABASE ID RELEASE 83%5579032	1		Rejected!	
PP2A-MEDIATED DEPHOSPHORYLATION OF KEY METABOLIC FACTORS%REACTOME DATABASE ID RELEASE 83%163767	7		Rejected!	
ADHERENS JUNCTIONS INTERACTIONS%REACTOME%R-HSA-418990.3	30		Rejected!	
TRANSPORT OF NUCLEOSIDES AND FREE PURINE AND PYRIMIDINE BASES ACROSS THE PLASMA MEMBRANE%REACTOME%R-HSA-83936.2	12		Rejected!	
SYNTHESIS OF IP3 AND IP4 IN THE CYTOSOL%REACTOME%R-HSA-1855204.3	26	18		
DEFECTIVE F8 SULFATION AT Y1699%REACTOME DATABASE ID RELEASE 83%9674519	3		Rejected!	
ZINC EFFLUX AND COMPARTMENTALIZATION BY THE SLC30 FAMILY%REACTOME%R-HSA-435368.2	5		Rejected!	
GLYOXYLATE METABOLISM AND GLYCINE DEGRADATION%REACTOME DATABASE ID RELEASE 83%389661	31	18		
SARS-COV-2 INFECTION%REACTOME DATABASE ID RELEASE 83%9694516	292		Rejected!	
COMPLEMENT CASCADE%REACTOME DATABASE ID RELEASE 83%166658	144	25		
INTERLEUKIN RECEPTOR SHC SIGNALING%REACTOME%R-HSA-912526.4	25	18		
PTK6 REGULATES CELL CYCLE%REACTOME%R-HSA-8849470.1	6		Rejected!	
STAT6-MEDIATED INDUCTION OF CHEMOKINES%REACTOME%R-HSA-3249367.1	3		Rejected!	
THE CITRIC ACID (TCA) CYCLE AND RESPIRATORY ELECTRON TRANSPORT%REACTOME%R-HSA-1428517.1	177	134		
SARS-COV-1 TARGETS HOST INTRACELLULAR SIGNALLING AND REGULATORY PATHWAYS%REACTOME%R-HSA-9735871.1	15		Rejected!	
SUMOYLATION OF DNA METHYLATION PROTEINS%REACTOME DATABASE ID RELEASE 83%4655427	15		Rejected!	
CELL JUNCTION ORGANIZATION%REACTOME DATABASE ID RELEASE 83%446728	87	43		
PLATELET ACTIVATION, SIGNALING AND AGGREGATION%REACTOME DATABASE ID RELEASE 83%76002	258	181		
POLB-DEPENDENT LONG PATCH BASE EXCISION REPAIR%REACTOME DATABASE ID RELEASE 83%110362	8		Rejected!	
SIGNALING BY LEPTIN%REACTOME%R-HSA-2586552.2	9		Rejected!	
MEMBRANE TRAFFICKING%REACTOME%R-HSA-199991.6	607		Rejected!	
METABOLISM OF AMINE-DERIVED HORMONES%REACTOME DATABASE ID RELEASE 83%209776	18		Rejected!	
GASTRIN-CREB SIGNALLING PATHWAY VIA PKC AND MAPK%REACTOME%R-HSA-881907.1	16		Rejected!	
DEFECTIVE F8 SECRETION%REACTOME%R-HSA-9672397.1	1		Rejected!	
DEFECTIVE SLC4A4 CAUSES RENAL TUBULAR ACIDOSIS, PROXIMAL, WITH OCULAR ABNORMALITIES AND MENTAL RETARDATION (PRTA-OA)%REACTOME DATABASE ID RELEASE 83%5619054	1		Rejected!	
DEFECTIVE OPLAH CAUSES OPLAHD%REACTOME%R-HSA-5578998.2	1		Rejected!	
SIGNALING BY OVEREXPRESSED WILD-TYPE EGFR IN CANCER%REACTOME%R-HSA-5638302.1	8		Rejected!	
DOWNREGULATION OF ERBB2 SIGNALING%REACTOME DATABASE ID RELEASE 83%8863795	27	19		
UNWINDING OF DNA%REACTOME DATABASE ID RELEASE 83%176974	12		Rejected!	
RUNX3 REGULATES RUNX1-MEDIATED TRANSCRIPTION%REACTOME%R-HSA-8951911.1	2		Rejected!	
HEME BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 83%189451	13		Rejected!	
SARS-COV-2 MODULATES AUTOPHAGY%REACTOME%R-HSA-9754560.1	11		Rejected!	
FANCONI ANEMIA PATHWAY%REACTOME DATABASE ID RELEASE 83%6783310	38	29		
BIOSYNTHESIS OF DHA-DERIVED SULFIDO CONJUGATES%REACTOME%R-HSA-9026395.1	2		Rejected!	
ACTIVATION OF C3 AND C5%REACTOME DATABASE ID RELEASE 83%174577	6		Rejected!	
MAPK1 (ERK2) ACTIVATION%REACTOME DATABASE ID RELEASE 83%112411	7		Rejected!	
LOSS OF PHOSPHORYLATION OF MECP2 AT T308%REACTOME DATABASE ID RELEASE 83%9022535	3		Rejected!	
RHO GTPASES ACTIVATE PAKS%REACTOME%R-HSA-5627123.2	21	19		
DEFECTIVE SLC26A4 CAUSES PENDRED SYNDROME (PDS)%REACTOME%R-HSA-5619046.1	1		Rejected!	
CYTOKINE SIGNALING IN IMMUNE SYSTEM%REACTOME%R-HSA-1280215.5	713		Rejected!	
FGFR3 MUTANT RECEPTOR ACTIVATION%REACTOME DATABASE ID RELEASE 83%2033514	9		Rejected!	
HEDGEHOG LIGAND BIOGENESIS%REACTOME%R-HSA-5358346.1	65	54		
HYDROLYSIS OF LPE%REACTOME DATABASE ID RELEASE 83%1483152	2		Rejected!	
VEGFA-VEGFR2 PATHWAY%REACTOME DATABASE ID RELEASE 83%4420097	92	85		
GASTRULATION%REACTOME DATABASE ID RELEASE 83%9758941	47	23		
NCAM SIGNALING FOR NEURITE OUT-GROWTH%REACTOME%R-HSA-375165.3	54	29		
DEPYRIMIDINATION%REACTOME DATABASE ID RELEASE 83%73928	41		Rejected!	
THE AIM2 INFLAMMASOME%REACTOME%R-HSA-844615.1	3		Rejected!	
SHC-MEDIATED CASCADE:FGFR3%REACTOME%R-HSA-5654704.2	11		Rejected!	
SEROTONIN NEUROTRANSMITTER RELEASE CYCLE%REACTOME DATABASE ID RELEASE 83%181429	17		Rejected!	
INTERFERON ALPHA BETA SIGNALING%REACTOME%R-HSA-909733.7	70	55		
PKB-MEDIATED EVENTS%REACTOME DATABASE ID RELEASE 83%109703	2		Rejected!	
RHOQ GTPASE CYCLE%REACTOME%R-HSA-9013406.3	59	50		
ASPIRIN ADME%REACTOME DATABASE ID RELEASE 83%9749641	43		Rejected!	
CASP8 ACTIVITY IS INHIBITED%REACTOME DATABASE ID RELEASE 83%5218900	10		Rejected!	
REGULATION BY C-FLIP%REACTOME DATABASE ID RELEASE 83%3371378	10		Rejected!	
SUMOYLATION OF DNA DAMAGE RESPONSE AND REPAIR PROTEINS%REACTOME%R-HSA-3108214.2	72	65		
MATURATION OF SPIKE PROTEIN%REACTOME DATABASE ID RELEASE 83%9694548	37	32		
RMTS METHYLATE HISTONE ARGININES%REACTOME DATABASE ID RELEASE 83%3214858	49	29		
FLT3 MUTANTS BIND TKIS%REACTOME%R-HSA-9702509.1	1		Rejected!	
FORMATION OF HIV-1 ELONGATION COMPLEX CONTAINING HIV-1 TAT%REACTOME DATABASE ID RELEASE 83%167200	43	37		
PROTON-COUPLED MONOCARBOXYLATE TRANSPORT%REACTOME DATABASE ID RELEASE 83%433692	6		Rejected!	
DEFECTIVE GALE CAUSES EDG%REACTOME DATABASE ID RELEASE 83%5609977	1		Rejected!	
CALCITONIN-LIKE LIGAND RECEPTORS%REACTOME DATABASE ID RELEASE 83%419812	10		Rejected!	
DEFECTIVE F8 BINDING TO THE CELL MEMBRANE%REACTOME DATABASE ID RELEASE 83%9672395	1		Rejected!	
DEFECTIVE DPM3 CAUSES CDG-1O%REACTOME%R-HSA-4719360.2	3		Rejected!	
REGULATION OF GENE EXPRESSION IN ENDOCRINE-COMMITTED (NEUROG3+) PROGENITOR CELLS%REACTOME%R-HSA-210746.1	5		Rejected!	
DEFECTIVE CYP4F22 CAUSES ARCI5%REACTOME DATABASE ID RELEASE 83%5579005	1		Rejected!	
STAT5 ACTIVATION%REACTOME DATABASE ID RELEASE 83%9645135	6		Rejected!	
HYALURONAN METABOLISM%REACTOME DATABASE ID RELEASE 83%2142845	17		Rejected!	
ALPHA-DEFENSINS%REACTOME%R-HSA-1462054.1	9		Rejected!	
CROSS-PRESENTATION OF PARTICULATE EXOGENOUS ANTIGENS (PHAGOSOMES)%REACTOME DATABASE ID RELEASE 83%1236973	8		Rejected!	
PHOSPHOLIPASE C-MEDIATED CASCADE; FGFR2%REACTOME%R-HSA-5654221.2	14		Rejected!	
DEFECTIVE CYP7B1 CAUSES SPG5A AND CBAS3%REACTOME DATABASE ID RELEASE 83%5579013	1		Rejected!	
APOPTOSIS INDUCED DNA FRAGMENTATION%REACTOME DATABASE ID RELEASE 83%140342	13		Rejected!	
DEFECTIVE FACTOR XII CAUSES HEREDITARY ANGIOEDEMA%REACTOME DATABASE ID RELEASE 83%9657688	3		Rejected!	
BREAKDOWN OF THE NUCLEAR LAMINA%REACTOME DATABASE ID RELEASE 83%352238	2		Rejected!	
INFLUENZA INFECTION%REACTOME DATABASE ID RELEASE 83%168255	154	144		
VASOPRESSIN REGULATES RENAL WATER HOMEOSTASIS VIA AQUAPORINS%REACTOME%R-HSA-432040.2	43	23		
INACTIVATION OF APC C VIA DIRECT INHIBITION OF THE APC C COMPLEX%REACTOME DATABASE ID RELEASE 83%141430	21	16		
PYROPTOSIS%REACTOME DATABASE ID RELEASE 83%5620971	27	21		
CONJUGATION OF SALICYLATE WITH GLYCINE%REACTOME DATABASE ID RELEASE 83%177128	8		Rejected!	
GOLGI-TO-ER RETROGRADE TRANSPORT%REACTOME DATABASE ID RELEASE 83%8856688	117	90		
IONOTROPIC ACTIVITY OF KAINATE RECEPTORS%REACTOME%R-HSA-451306.2	10		Rejected!	
MITOTIC PROMETAPHASE%REACTOME DATABASE ID RELEASE 83%68877	184	136		
ESSENTIAL PENTOSURIA%REACTOME DATABASE ID RELEASE 83%5662853	1		Rejected!	
TRAF6 MEDIATED NF-KB ACTIVATION%REACTOME%R-HSA-933542.1	25	23		
ATTACHMENT AND ENTRY%REACTOME%R-HSA-9678110.3	4		Rejected!	
HSF1-DEPENDENT TRANSACTIVATION%REACTOME%R-HSA-3371571.1	23	21		
RUNX2 REGULATES BONE DEVELOPMENT%REACTOME%R-HSA-8941326.1	30	19		
AXON GUIDANCE%REACTOME DATABASE ID RELEASE 83%422475	527		Rejected!	
INACTIVATION OF CDC42 AND RAC1%REACTOME DATABASE ID RELEASE 83%428543	8		Rejected!	
RNA POLYMERASE II PROMOTER ESCAPE%REACTOME%R-HSA-73776.3	47	43		
NEGATIVE REGULATION OF FLT3%REACTOME%R-HSA-9706369.1	15		Rejected!	
SUPPRESSION OF APOPTOSIS%REACTOME DATABASE ID RELEASE 83%9635465	7		Rejected!	
SENSORY PERCEPTION OF SOUR TASTE%REACTOME%R-HSA-9729555.1	2		Rejected!	
CARGO CONCENTRATION IN THE ER%REACTOME%R-HSA-5694530.1	33	25		
DEFECTIVE GCLC CAUSES HAGGSD%REACTOME DATABASE ID RELEASE 83%5578999	2		Rejected!	
INTERACTION BETWEEN L1 AND ANKYRINS%REACTOME DATABASE ID RELEASE 83%445095	29		Rejected!	
GLUTAMATE AND GLUTAMINE METABOLISM%REACTOME%R-HSA-8964539.1	13		Rejected!	
CD163 MEDIATING AN ANTI-INFLAMMATORY RESPONSE%REACTOME DATABASE ID RELEASE 83%9662834	9		Rejected!	
CROSS-PRESENTATION OF SOLUBLE EXOGENOUS ANTIGENS (ENDOSOMES)%REACTOME DATABASE ID RELEASE 83%1236978	50	45		
MITOCHONDRIAL TRANSLATION%REACTOME%R-HSA-5368287.1	94	90		
CALCINEURIN ACTIVATES NFAT%REACTOME DATABASE ID RELEASE 83%2025928	9		Rejected!	
KEAP1-NFE2L2 PATHWAY%REACTOME DATABASE ID RELEASE 83%9755511	106	98		
TELOMERE C-STRAND SYNTHESIS INITIATION%REACTOME DATABASE ID RELEASE 83%174430	13		Rejected!	
THE ACTIVATION OF ARYLSULFATASES%REACTOME DATABASE ID RELEASE 83%1663150	13		Rejected!	
RPIA DEFICIENCY: FAILED CONVERSION OF RU5P TO R5P%REACTOME%R-HSA-6791461.2	1		Rejected!	
CONJUGATION OF CARBOXYLIC ACIDS%REACTOME DATABASE ID RELEASE 83%159424	9		Rejected!	
OPSINS%REACTOME DATABASE ID RELEASE 83%419771	9		Rejected!	
ARMS-MEDIATED ACTIVATION%REACTOME%R-HSA-170984.5	7		Rejected!	
DEFECTIVE INHIBITION OF DNA RECOMBINATION AT TELOMERE%REACTOME%R-HSA-9670621.1	2		Rejected!	
MYD88 DEFICIENCY (TLR2 4)%REACTOME DATABASE ID RELEASE 83%5602498	17		Rejected!	
DEFECTIVE ALG3 CAUSES CDG-1D%REACTOME DATABASE ID RELEASE 83%4720475	1		Rejected!	
RESPIRATORY ELECTRON TRANSPORT%REACTOME DATABASE ID RELEASE 83%611105	103	89		
DNA DAMAGE BYPASS%REACTOME%R-HSA-73893.1	48	43		
G BETA:GAMMA SIGNALLING THROUGH CDC42%REACTOME%R-HSA-8964616.1	20		Rejected!	
APC C-MEDIATED DEGRADATION OF CELL CYCLE PROTEINS%REACTOME%R-HSA-174143.1	88	74		
DISEASES OF NUCLEOTIDE METABOLISM%REACTOME%R-HSA-9735804.1	4		Rejected!	
DEFECTIVE PRO-SFTPB CAUSES SMDP1 AND RDS%REACTOME DATABASE ID RELEASE 83%5688031	1		Rejected!	
SUMOYLATION OF TRANSCRIPTION COFACTORS%REACTOME%R-HSA-3899300.5	42	38		
G PROTEIN GATED POTASSIUM CHANNELS%REACTOME%R-HSA-1296059.2	29		Rejected!	
DEFECTIVE F8 CLEAVAGE BY THROMBIN%REACTOME DATABASE ID RELEASE 83%9672391	3		Rejected!	
SIGNALLING TO P38 VIA RIT AND RIN%REACTOME%R-HSA-187706.2	5		Rejected!	
RHO GTPASES ACTIVATE FORMINS%REACTOME%R-HSA-5663220.1	117	79		
FORMATION OF AXIAL MESODERM%REACTOME DATABASE ID RELEASE 83%9796292	14		Rejected!	
SYNTHESIS OF VERY LONG-CHAIN FATTY ACYL-COAS%REACTOME DATABASE ID RELEASE 83%75876	24	16		
